Year,Skill,Adjustment,Degree,Weighted Degree,Betweenness Centrality,Eigenvector Centrality,Clustering Coefficient,Closeness Centrality
2015,Active Learning,Unadjusted,0.5333333333333334,0.6314383406323529,0.0,4.115767858805318e-07,0.9990807816137415,0.28348629940066783
2015,Active Listening,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979627131117e-08,0.9970505159045944,0.28348629940066783
2015,Auditory Attention,Unadjusted,0.5555555555555556,0.5725628920847358,0.0,5.328996448650452e-05,0.8566241501207144,0.5305233610506207
2015,Category Flexibility,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979612709195e-08,0.9970505159045944,0.28348629940066783
2015,Complex Problem Solving,Unadjusted,0.5333333333333334,0.6271304547554452,0.0,0.0,0.9943162218123779,0.28348629940066783
2015,Coordination,Unadjusted,0.5333333333333334,0.6323290933823986,0.0,4.611849079015119e-07,0.9999999999999997,0.28348629940066783
2015,Critical Thinking,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.03397963975394e-08,0.9970505159045943,0.28348629940066783
2015,Deductive Reasoning,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979645111593e-08,0.9970505159045944,0.28348629940066783
2015,Far Vision,Unadjusted,0.5333333333333334,0.6260656326162397,0.0,1.8866472686067498e-07,0.9935907645300056,0.28348629940066783
2015,Finger Dexterity,Unadjusted,0.5333333333333334,0.6185047717395262,0.0,2.097971143247664e-07,0.9858968932556937,0.28348629940066783
2015,Flexibility of Closure,Unadjusted,0.5333333333333334,0.6280543842954042,0.0,2.608105489233674e-07,0.9956209000770752,0.28348629940066783
2015,Fluency of Ideas,Unadjusted,0.5333333333333334,0.631600540124454,0.0,4.1819252162277076e-07,0.9992490489597557,0.28348629940066783
2015,Hearing Sensitivity,Unadjusted,0.5555555555555556,0.6173828478201097,0.0,5.057369326245129e-05,0.9015499414087873,0.5305233610506207
2015,Inductive Reasoning,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979645280661e-08,0.9970505159045943,0.28348629940066783
2015,Information Ordering,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979635536394e-08,0.9970505159045943,0.28348629940066783
2015,Instructing,Unadjusted,0.5333333333333334,0.6197753676023069,0.0,2.7392596494067137e-07,0.9871954019187945,0.28348629940066783
2015,Judgment and Decision Making,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979638901486e-08,0.9970505159045943,0.28348629940066783
2015,Learning Strategies,Unadjusted,0.5333333333333334,0.6200378895660352,0.0,3.034897186420085e-07,0.9874624852202093,0.28348629940066783
2015,Management of Personnel Resources,Unadjusted,0.5333333333333334,0.6299762639086063,0.0,3.4303407643728614e-07,0.9975837465730742,0.28348629940066783
2015,Mathematical Reasoning,Unadjusted,0.5555555555555556,0.6008278091790528,0.0,5.289223319720724e-05,0.8849104753951936,0.5305233610506207
2015,Mathematics,Unadjusted,0.5555555555555556,0.57104456878802,0.0,5.4239016525612076e-05,0.8549169197916334,0.5305233610506207
2015,Memorization,Unadjusted,0.5444444444444445,0.6092971051196081,0.0,4.840707602253104e-05,0.9344744872403685,0.5275959775543085
2015,Monitoring,Unadjusted,0.5333333333333334,0.6307631538513891,0.0,3.7541158905556816e-07,0.9983878413517102,0.28348629940066783
2015,Near Vision,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979641073279e-08,0.9970505159045944,0.28348629940066783
2015,Negotiation,Unadjusted,0.5333333333333334,0.6292433127908242,0.0,3.0849984262335076e-07,0.9968315675490095,0.28348629940066783
2015,Number Facility,Unadjusted,0.5555555555555556,0.5960965055543238,0.0,5.151203650102501e-05,0.8806082404900869,0.5305233610506207
2015,Operation Monitoring,Unadjusted,0.5555555555555556,0.5373815958628128,0.7754206291148501,5.127892242057648e-05,0.8211994916033516,0.5305233610506207
2015,Oral Comprehension,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979622494458e-08,0.9970505159045944,0.28348629940066783
2015,Oral Expression,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979642998415e-08,0.9970505159045944,0.28348629940066783
2015,Originality,Unadjusted,0.5333333333333334,0.628025342869524,0.0,4.3968972804343776e-08,0.9952600737759176,0.28348629940066783
2015,Perceptual Speed,Unadjusted,0.5333333333333334,0.6284123767737914,0.0,3.010507415732824e-07,0.9960100316009147,0.28348629940066783
2015,Persuasion,Unadjusted,0.5333333333333334,0.6308778496580224,0.0,3.811555269157126e-07,0.9985027074007286,0.28348629940066783
2015,Problem Sensitivity,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.03397960153988e-08,0.9970505159045944,0.28348629940066783
2015,Reading Comprehension,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979641888802e-08,0.9970505159045944,0.28348629940066783
2015,Selective Attention,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.03397964000534e-08,0.9970505159045944,0.28348629940066783
2015,Service Orientation,Unadjusted,0.5333333333333334,0.6307130422666861,0.0,3.746404581044076e-07,0.9983325839526789,0.28348629940066783
2015,Social Perceptiveness,Unadjusted,0.5333333333333334,0.6271304547554452,0.0,1.794998340503423e-16,0.9943162218123779,0.28348629940066783
2015,Speaking,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979646674877e-08,0.9970505159045943,0.28348629940066783
2015,Speech Clarity,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979653993581e-08,0.9970505159045944,0.28348629940066783
2015,Speech Recognition,Unadjusted,0.5333333333333334,0.6306992001198088,0.0,3.8001704902396264e-07,0.9983276474205276,0.28348629940066783
2015,Speed of Closure,Unadjusted,0.5333333333333334,0.6181973678864839,0.0,1.8550401508470586e-07,0.985577918214553,0.28348629940066783
2015,Systems Analysis,Unadjusted,0.5444444444444445,0.610502072799526,0.0,4.91843838919667e-05,0.9355689957180716,0.5275959775543085
2015,Systems Evaluation,Unadjusted,0.5444444444444445,0.6081930720264743,0.0,4.89153627267174e-05,0.9332469644268812,0.5275959775543085
2015,Time Management,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979625193444e-08,0.9970505159045944,0.28348629940066783
2015,Time Sharing,Unadjusted,0.5333333333333334,0.6323314916199556,0.0,4.554800918202938e-07,0.9999974421857863,0.28348629940066783
2015,Visual Color Discrimination,Unadjusted,0.5555555555555556,0.6181690004233779,0.0,5.136066894839163e-05,0.9021933347250907,0.5305233610506207
2015,Visualization,Unadjusted,0.5333333333333334,0.6189697362420351,0.0,2.351356690875097e-07,0.9863724642812511,0.28348629940066783
2015,Writing,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979634677503e-08,0.9970505159045944,0.28348629940066783
2015,Written Comprehension,Unadjusted,0.5333333333333334,0.6298032156147552,0.0,9.033979629708807e-08,0.9970505159045944,0.28348629940066783
2015,Written Expression,Unadjusted,0.5333333333333334,0.6323290933823986,0.0,4.6118490799687426e-07,0.9999999999999999,0.28348629940066783
2015,Administration and Management,Unadjusted,0.9333333333333335,0.9979546963345124,0.0,0.9977461242192746,0.8471591279696691,0.873984613400954
2015,Analyzing Data or Information,Unadjusted,0.9333333333333335,0.9996830193193708,0.0,0.999550450219976,0.8481201811479105,0.873984613400954
2015,Arm-Hand Steadiness,Unadjusted,0.6000000000000001,0.4758455763128965,0.003291880029261156,0.480473350786436,0.7125334026915009,0.7169993436546852
2015,Assisting and Caring for Others,Unadjusted,0.9222222222222223,0.9914555988640574,0.000548646671543526,0.997645660269956,0.8627742598512322,0.8500885068090297
2015,Chemistry,Unadjusted,0.9,0.8063450383486972,0.001645940014630578,0.7944742956013118,0.744883227723476,0.6289546950139205
2015,Clerical,Unadjusted,0.9555555555555556,0.9838216002989391,0.0,0.9645982647714488,0.7923266686312688,0.88375479369107
2015,Coaching and Developing Others,Unadjusted,0.9111111111111112,0.9831873973442742,0.0,0.994823570591733,0.8761869246672179,0.8407359383213598
2015,Communicating with Persons Outside Organization,Unadjusted,0.9444444444444445,0.9988976104453869,0.005669348939283102,0.9891620762839902,0.8221437761236438,0.8788542931670057
2015,"Communicating with Supervisors, Peers, or Subordinates",Unadjusted,0.9111111111111112,0.9818949178605275,0.0,0.9935795987374334,0.8753729999658348,0.8407359383213598
2015,Communications and Media,Unadjusted,0.9444444444444445,0.9482617616637422,0.04444038039502561,0.9297350538686239,0.7804853287693178,0.8788542931670057
2015,Computers and Electronics,Unadjusted,0.9555555555555556,0.9796114853493029,0.00640087783467447,0.9602833258106682,0.7901342069327912,0.88375479369107
2015,Control Precision,Unadjusted,0.8333333333333334,0.733503979402351,0.000548646671543526,0.7442648447496649,0.7789098120113686,0.8088893158053626
2015,Controlling Machines and Processes,Unadjusted,0.9111111111111112,0.9667377659173836,0.0,0.975322208918387,0.8674469746197185,0.8407359383213598
2015,Coordinating the Work and Activities of Others,Unadjusted,0.9111111111111112,0.983530182123834,0.0,0.9952116232954287,0.876388713159881,0.8407359383213598
2015,Customer and Personal Service,Unadjusted,0.9333333333333335,0.9963995879024278,0.000365764447695684,0.9961486497854553,0.8463280608783644,0.873984613400954
2015,Design,Unadjusted,0.9,0.7880268070316193,0.0031089978054133142,0.7735301588454516,0.72663467400422,0.6289546950139205
2015,Developing Objectives and Strategies,Unadjusted,0.9333333333333335,0.9969694204282685,0.009875640087783468,0.9969423193848289,0.8466209306225972,0.873984613400954
2015,Developing and Building Teams,Unadjusted,0.9333333333333335,0.9983752716719055,0.0010668129724457451,0.9984721850927756,0.8473473795089084,0.873984613400954
2015,Documenting/Recording Information,Unadjusted,0.9222222222222223,0.988990306451604,0.000182882223847842,0.9950183967653102,0.8614460392711376,0.8500885068090297
